airport,sentence
YSSY_SYDNEY,Sydney tower Jetstar Seven Sixty Seven Jetstar Seven Sixty Seven Sydney tower 
YSSY_SYDNEY,Sydney tower good day Qantas Five Twenty Niner Qantas Five Twenty Niner Sydney tower 
YSSY_SYDNEY,tower good day New Zealand Two Thirty One seven charlie three four left 
YSSY_SYDNEY,tower good evening Qatari Six Tango Papa ILS three four left Qatari Six Tango Papa heavy Sydney tower good day continue approach 
YSSY_SYDNEY,runway three four left cleared to land Quantas One Forty Six 
YSSY_SYDNEY,roger cleared to land runway three four left  exit  on the high speed on   right 
YSSY_SYDNEY,vacate golf runway three four left cleared to land Air China Six One Three 
YSSY_SYDNEY,Bauhinia Two Zero One Eight contact departure good night contact departure good night Bauhinia Two Zero One Eight 
YSSY_SYDNEY,Sydney tower good evening Jetstar Six Seventy One final runway three four left 
YSSY_SYDNEY,Jetstar Seven Eighty Four contact departure Jetstar Seven Eighty Four good morning 
YSSY_SYDNEY,Jetstar Nine Twelve contact departure Jetstar Nine Twelve 
YSSY_SYDNEY,tower Viet Nam Seven Seven Three good morning Viet Nam Seven Seven Three heavy Sydney tower good morning continue approach threshold wind two seven zero degrees seven knots 
YSSY_SYDNEY, continue approach three four eleven vacate via alpha two Singapore Two Thirty One 
YSSY_SYDNEY,tower Bauhinia Two Zero One Seven established ILS three four left 
YSSY_SYDNEY,runway three four left cleared to land vacate bravo three Jetstar Five Twenty 
YSSY_SYDNEY,Sydney tower Rex Sixty Four Seventy Two Rex Sixty Four Seventy Two Sydney tower 
YSSY_SYDNEY,hello Sydney good evening Jetstar Four Seventy Five climbing flight level two eight zero 
YSSY_SYDNEY,Sydney tower evening Qantas Seventy Five Twenty Eight heavy Qantas Seventy Five Twenty Eight heavy Sydney tower 
YSSY_SYDNEY,Sydney tower good day Jetstar Five Twenty Two Jetstar Five Twenty Two Sydney tower Qlink Forty Two Delta runway three four left cleared for takeoff 
YSSY_SYDNEY,Sydney tower good evening Dynasty Zero Five Five seven miles runway zero (s-) runway three four left 
YSSY_SYDNEY,one six right cleared to land and understood Qantas Four Ninety Eight 
YSSY_SYDNEY,tower United Twenty Twelve is just outside  Gala for one six right 
YSSY_SYDNEY,Sydney tower good morning American Seventy Three ILS three four left 
YSSY_SYDNEY,runway one six right cleared to land Velocity Eight Zero Three  
YSSY_SYDNEY,Jetstar Seven Six One wind is calm runway one six right cleared to land cleared to land one six right Jetstar Seven Sixty One 
YSSY_SYDNEY,Qantas Four Twenty Six wind two six zero degrees eight knots runway one six right cleared to land runway one six right cleared to land  Four Twenty Six 
YSSY_SYDNEY,runway one six right cleared to land Jetstar  Five    Zero    Eight 
YSSY_SYDNEY,one six right cleared to land Qlink Two Zero Six Delta 
YSSY_SYDNEY,continue approach runway one six right China Eastern Seven Seven Niner One 
YSSY_SYDNEY,two seven five and four knots Qantas Four Forty Six 
YSSY_SYDNEY,tower good afternoon China Southern Three Zero One established ILS one six right China Southern Three Zero One heavy Sydney tower good afternoon 
YSSY_SYDNEY,cleared to land runway one six right China Southern Three Zero One 
YSSY_SYDNEY,one six right cleared to land Rex Sixty One Thirty Four 
YSSY_SYDNEY,runway one six right cleared to land Qantas Seventy Seven Zero One 
YSSY_SYDNEY,tower Connie  Eight Thirty Five on the ILS one six three 
YSSY_SYDNEY,Koreanair One Two One wind two four zero degrees five knots runway one six right cleared to land runway one six right cleared to land Koreanair One Two One heavy 
YSSY_SYDNEY,cleared to land runway one six five Qjet Fifteen Zero Four 
YSSY_SYDNEY,runway one six right cleared to land Qantas Four Forty Four 
YSSY_SYDNEY,Sydney tower good afternoon Fedex Seventy Seven heavy inbound ILS runway one six right Fedex Seventy Seven heavy Sydney tower good day 
YSSY_SYDNEY,one six right cleared to land Qantas Six One Fifty Eight 
YSSY_SYDNEY,one six right cleared to land Jetex Seven Four Three Four 
YSSY_SYDNEY,cleared to land runway one six right call us seventy two twenty one 
YSSY_SYDNEY,tower American Seventy Three approaching Igala runway one six right eight ILS 
YSSY_SYDNEY,one six right cleared to land Qantas Seven Seven Zero Two 
YSSY_SYDNEY,tower good morning Singapore Seven Two Seven Four heavy  ILS one three zero one six right 
YSSY_SYDNEY,Sydney tower Srilankan Six Zero Six back with you ILS one six right 
YSSY_SYDNEY,runway one six right cleared to land holding point seven nine 
YSSY_SYDNEY,Sydney tower good day China Eastern Seven Five Six One establish our localizer runway one six right 
YSSY_SYDNEY,runway one six right cleared to land Malaysian One Twenty Three 
